5000	0.0214	0.00924	0.02088	0.0093	0.02117	0.00866	0.02089	0.00933
3410	0.021	0.00593	0.02048	0.0059	0.02072	0.00549	0.02048	0.00596
2320	0.0209	0.00332	0.02044	0.00333	0.02067	0.00304	0.02048	0.00346
1580	0.0211	0.00151	0.02067	0.00142	0.02088	0.00127	0.02059	0.00156
1080	0.0215	0.00009	0.02107	0.00001	0.02128	-0.00011	0.02098	0.00016
734	0.0221	-0.00096	0.02164	-0.00108	0.02194	-0.00113	0.02161	-0.00091
500	0.0227	-0.00176	0.02242	-0.0019	0.02261	-0.00194	0.02223	-0.00178
341	0.0235	-0.00241	0.02321	-0.00255	0.02339	-0.00258	0.02298	-0.00238
232	0.0242	-0.00259	0.02399	-0.003	0.02411	-0.00282	0.02371	-0.003
158	0.0251	-0.00365	0.02493	-0.00334	0.02522	-0.00314	0.02468	-0.0033
108	0.0259	-0.00331	0.02574	-0.00389	0.02596	-0.0037	0.02582	-0.00348
73.4	0.0271	-0.00368	0.02692	-0.00378	0.02735	-0.00409	0.02651	-0.00378
50	0.028	-0.00363	0.02796	-0.00405	0.02861	-0.00415	0.02772	-0.00384
34.1	0.029	-0.00404	0.02884	-0.00406	0.02948	-0.0045	0.02864	-0.00411
23.2	0.0296	-0.00439	0.02982	-0.00412	0.03001	-0.0047	0.02962	-0.00429
15.8	0.0307	-0.00454	0.03093	-0.0041	0.03089	-0.00493	0.0307	-0.0044
10.8	0.0313	-0.0051	0.03174	-0.00443	0.03185	-0.00567	0.03182	-0.00424
7.34	0.0323	-0.0059	0.03288	-0.00465	0.03288	-0.00655	0.03289	-0.00438
5	0.0342	-0.00657	0.03412	-0.00464	0.0344	-0.00817	0.03401	-0.00411
3.41	0.0362	-0.00781	0.03587	-0.00459	0.03673	-0.0096	0.03516	-0.00322
2.32	0.0388	-0.00823	0.03702	-0.00404	0.0403	-0.01109	0.03583	-0.00315
1.58	0.0413	-0.00827	0.0381	-0.00352	0.04387	-0.01182	0.0364	-0.00269
1.08	0.0441	-0.00708	0.03887	-0.00331	0.04747	-0.01139	0.03672	-0.00243
0.734	0.0457	-0.00633	0.03939	-0.0026	0.05132	-0.01021	0.03736	-0.00253
0.5	0.0471	-0.00513	0.03919	-0.00246	0.05265	-0.00837	0.03778	-0.00217
0.341	0.0478	-0.00432	0.04031	-0.00247	0.05415	-0.00695	0.03785	-0.00226
0.232	0.0482	-0.00387	0.04031	-0.00257	0.05607	-0.00602	0.03825	-0.0027
0.158	0.0483	-0.00412	0.04023	-0.00245	0.05544	-0.00513	0.03907	-0.00253
0.108	0.0495	-0.00389	0.04126	-0.00336	0.05818	-0.0055	0.0395	-0.00301
0.073	0.0502	-0.00412	0.04183	-0.00345	0.05748	-0.00536	0.03969	-0.00405
0.05	0.051	-0.00508	0.04256	-0.00428	0.05812	-0.00581	0.04126	-0.00387
