5000	0.0211	0.00953	0.0208	0.0095	0.02092	0.00936	0.02075	0.00948
3410	0.0207	0.00624	0.0203	0.00614	0.02041	0.00612	0.0203	0.00622
2320	0.0205	0.00376	0.0202	0.00367	0.02032	0.00372	0.02018	0.0038
1580	0.0207	0.002	0.0204	0.00178	0.02037	0.00195	0.02032	0.002
1080	0.0209	0.00069	0.0207	0.00042	0.02068	0.00062	0.02058	0.0007
734	0.0214	-0.00031	0.0212	-0.0006	0.02109	-0.00031	0.02104	-0.00029
500	0.0218	-0.00097	0.0218	-0.00126	0.02158	-0.00105	0.02147	-0.001
341	0.0224	-0.00147	0.0224	-0.00187	0.02207	-0.00151	0.02202	-0.00147
232	0.0227	-0.00194	0.0231	-0.00233	0.02271	-0.00181	0.02248	-0.0019
158	0.0235	-0.00199	0.0239	-0.00284	0.02317	-0.0023	0.02319	-0.00221
108	0.0242	-0.00225	0.0245	-0.00259	0.02395	-0.00246	0.02376	-0.00235
73.4	0.0252	-0.00261	0.0254	-0.00258	0.02474	-0.00257	0.02429	-0.0027
50	0.0256	-0.00271	0.0263	-0.00295	0.02538	-0.00291	0.02523	-0.00268
34.1	0.0262	-0.00273	0.027	-0.0031	0.02588	-0.00314	0.02585	-0.00262
23.2	0.0269	-0.00295	0.0276	-0.00318	0.02663	-0.00309	0.02644	-0.00318
15.8	0.0272	-0.00335	0.0282	-0.00298	0.02728	-0.00341	0.02709	-0.0033
10.8	0.0281	-0.00369	0.029	-0.00328	0.02791	-0.00404	0.02793	-0.00355
7.34	0.0291	-0.00419	0.0296	-0.00286	0.02901	-0.00466	0.02898	-0.00394
5	0.0305	-0.00428	0.0304	-0.00311	0.03023	-0.00494	0.02984	-0.00372
3.41	0.0319	-0.00418	0.0315	-0.00253	0.03199	-0.00519	0.03086	-0.00354
2.32	0.0331	-0.00425	0.0319	-0.00219	0.03351	-0.00497	0.03196	-0.00327
1.58	0.034	-0.00293	0.0323	-0.00186	0.03491	-0.004	0.03285	-0.00291
1.08	0.0346	-0.00267	0.033	-0.00153	0.03583	-0.00378	0.03299	-0.00232
0.734	0.035	-0.00242	0.0329	-0.0013	0.03666	-0.0028	0.0335	-0.00197
0.5	0.0354	-0.00195	0.0335	-0.00108	0.03692	-0.00279	0.03347	-0.0018
0.341	0.0358	-0.0022	0.0338	-0.00143	0.03732	-0.00185	0.03367	-0.00183
0.232	0.0361	-0.00164	0.0348	-0.00107	0.0369	-0.0027	0.03388	-0.00189
0.158	0.0364	-0.00227	0.035	-0.00169	0.03755	-0.00286	0.03452	-0.00229
0.108	0.0364	-0.00215	0.0356	-0.00172	0.0386	-0.00299	0.03487	-0.00147
0.073	0.037	-0.00169	0.0359	-0.00173	0.03869	-0.00403	0.03527	-0.0023
0.05	0.0381	-0.00314	0.0359	-0.00343	0.0398	-0.00441	0.03615	-0.00348
