5000	0.02194	0.00761	0.02218	0.00778	0.02256	0.00558	0.02337	0.01208
3406.5	0.02171	0.00428	0.02185	0.00448	0.02226	0.00306	0.02291	0.00754
2320.8	0.02182	0.0017	0.02206	0.00194	0.02241	0.00098	0.02291	0.00416
1581.1	0.02237	-0.00046	0.02239	-0.00018	0.02273	-0.00071	0.0233	0.00145
1077.2	0.02311	-0.00224	0.02309	-0.0019	0.02341	-0.00216	0.02391	-0.00061
733.9	0.02411	-0.00375	0.02404	-0.00335	0.0243	-0.00347	0.02483	-0.00229
500	0.02537	-0.00514	0.0252	-0.0047	0.02542	-0.00457	0.02586	-0.00374
340.65	0.02698	-0.00652	0.02664	-0.00586	0.02676	-0.00573	0.02725	-0.005
232.08	0.02887	-0.00773	0.02824	-0.00686	0.02851	-0.00678	0.02856	-0.0062
158.11	0.03073	-0.00923	0.03041	-0.00857	0.03028	-0.00752	0.03027	-0.00712
107.72	0.03287	-0.01011	0.03218	-0.00923	0.03236	-0.00854	0.03214	-0.00779
73.39	0.03602	-0.01125	0.03502	-0.01034	0.03465	-0.00982	0.03435	-0.00869
50	0.03886	-0.01258	0.0375	-0.01134	0.03699	-0.01077	0.03684	-0.00957
34.065	0.04197	-0.014	0.04077	-0.01216	0.03955	-0.01119	0.03932	-0.00995
23.208	0.04557	-0.01523	0.04356	-0.01296	0.04238	-0.01228	0.04168	-0.01063
15.811	0.04918	-0.0161	0.04669	-0.01391	0.04533	-0.01287	0.04393	-0.0114
10.772	0.05284	-0.017	0.04966	-0.01455	0.04822	-0.01393	0.04666	-0.01219
7.339	0.05677	-0.01873	0.05251	-0.01578	0.05106	-0.01543	0.04894	-0.01339
5	0.05997	-0.01982	0.05619	-0.01768	0.0534	-0.01722	0.05139	-0.01505
3.406	0.06385	-0.02301	0.05913	-0.02042	0.05655	-0.02014	0.05402	-0.01788
2.321	0.06806	-0.02702	0.06323	-0.02468	0.05963	-0.02438	0.05774	-0.02169
1.581	0.07307	-0.03253	0.06863	-0.03038	0.0638	-0.03058	0.06138	-0.0278
1.077	0.08066	-0.03969	0.07499	-0.03845	0.07001	-0.03854	0.06756	-0.03571
0.734	0.09128	-0.04929	0.08525	-0.04843	0.07997	-0.04856	0.07675	-0.04571
0.5	0.10724	-0.0577	0.10094	-0.05758	0.09428	-0.05845	0.09099	-0.05543
0.341	0.12744	-0.06326	0.12071	-0.06465	0.11441	-0.06658	0.10948	-0.06248
0.232	0.14989	-0.06273	0.14316	-0.06552	0.13737	-0.06768	0.13139	-0.06355
0.158	0.16952	-0.05713	0.16404	-0.05954	0.16027	-0.06282	0.15151	-0.05912
0.108	0.18457	-0.04772	0.17931	-0.05029	0.17843	-0.05387	0.16806	-0.05025
0.073	0.19439	-0.03866	0.18939	-0.04086	0.19057	-0.04392	0.17951	-0.04133
0.05	0.20025	-0.03245	0.1967	-0.03451	0.19844	-0.03651	0.18845	-0.03425
