5.00E+03	2.22E-02	9.19E-03	2.17E-02	8.00E-03	2.19E-02	8.09E-03	0.02212	0.0057
3.41E+03	2.18E-02	5.60E-03	2.14E-02	4.74E-03	2.16E-02	4.84E-03	0.02175	0.00326
2.32E+03	2.19E-02	2.81E-03	2.15E-02	2.18E-03	2.17E-02	2.31E-03	0.02184	0.00124
1.58E+03	2.22E-02	6.50E-04	2.18E-02	7.00E-05	2.20E-02	2.60E-04	0.02216	-0.00039
1.08E+03	2.28E-02	-1.05E-03	2.25E-02	-1.52E-03	2.26E-02	-1.34E-03	0.02274	-0.00175
7.34E+02	2.36E-02	-2.42E-03	2.34E-02	-2.83E-03	2.35E-02	-2.76E-03	0.02362	-0.00292
5.00E+02	2.46E-02	-3.66E-03	2.45E-02	-4.04E-03	2.45E-02	-3.88E-03	0.02465	-0.0039
3.41E+02	2.58E-02	-4.70E-03	2.57E-02	-5.15E-03	2.58E-02	-4.89E-03	0.02583	-0.00487
2.32E+02	2.72E-02	-5.59E-03	2.71E-02	-6.38E-03	2.73E-02	-5.94E-03	0.02728	-0.00575
1.58E+02	2.90E-02	-6.69E-03	2.90E-02	-7.18E-03	2.88E-02	-6.52E-03	0.02858	-0.00655
1.08E+02	3.08E-02	-7.23E-03	3.10E-02	-7.94E-03	3.09E-02	-7.40E-03	0.03043	-0.00726
7.34E+01	3.27E-02	-8.03E-03	3.33E-02	-8.55E-03	3.25E-02	-8.00E-03	0.03248	-0.00782
5.00E+01	3.49E-02	-8.19E-03	3.55E-02	-9.09E-03	3.50E-02	-8.79E-03	0.03465	-0.00831
3.41E+01	3.69E-02	-8.79E-03	3.78E-02	-9.77E-03	3.72E-02	-9.34E-03	0.03645	-0.00894
2.32E+01	3.91E-02	-9.40E-03	4.01E-02	-1.01E-02	3.93E-02	-9.59E-03	0.0387	-0.00926
1.58E+01	4.09E-02	-9.98E-03	4.24E-02	-1.06E-02	4.11E-02	-1.03E-02	0.04076	-0.00951
1.08E+01	4.31E-02	-1.06E-02	4.44E-02	-1.13E-02	4.33E-02	-1.08E-02	0.04272	-0.01026
7.34E+00	4.50E-02	-1.19E-02	4.66E-02	-1.22E-02	4.52E-02	-1.21E-02	0.04466	-0.01141
5.00E+00	4.70E-02	-1.38E-02	4.89E-02	-1.42E-02	4.76E-02	-1.35E-02	0.0467	-0.01319
3.41E+00	4.95E-02	-1.66E-02	5.15E-02	-1.69E-02	4.98E-02	-1.65E-02	0.04884	-0.01588
2.32E+00	5.26E-02	-2.04E-02	5.47E-02	-1.98E-02	5.30E-02	-1.99E-02	0.05253	-0.01959
1.58E+00	5.72E-02	-2.49E-02	6.00E-02	-2.44E-02	5.70E-02	-2.45E-02	0.0565	-0.02516
1.08E+00	6.45E-02	-3.04E-02	6.75E-02	-2.96E-02	6.42E-02	-3.08E-02	0.06352	-0.03162
7.34E-01	7.46E-02	-3.52E-02	7.73E-02	-3.34E-02	7.44E-02	-3.60E-02	0.07352	-0.03864
5.00E-01	8.77E-02	-3.76E-02	8.91E-02	-3.47E-02	8.70E-02	-3.93E-02	0.08736	-0.0432
3.41E-01	1.01E-01	-3.59E-02	1.01E-01	-3.31E-02	1.01E-01	-3.83E-02	0.10207	-0.04429
2.32E-01	1.12E-01	-3.17E-02	1.10E-01	-2.89E-02	1.14E-01	-3.47E-02	0.11653	-0.04021
1.58E-01	1.20E-01	-2.72E-02	1.18E-01	-2.42E-02	1.22E-01	-2.84E-02	0.12735	-0.03509
1.08E-01	1.25E-01	-2.22E-02	1.22E-01	-1.99E-02	1.28E-01	-2.30E-02	0.13449	-0.02837
7.30E-02	1.28E-01	-1.89E-02	1.26E-01	-1.72E-02	1.32E-01	-1.98E-02	0.13976	-0.02318
5.00E-02	1.32E-01	-1.50E-02	1.28E-01	-1.57E-02	1.35E-01	-1.71E-02	0.14194	-0.02016
