2.243899999999999714e-02	2.225800000000000001e-02	2.237900000000000306e-02	2.296799999999999883e-02	2.379300000000000165e-02	2.496899999999999814e-02	2.629799999999999846e-02	2.802299999999999930e-02	3.001700000000000548e-02	3.236399999999999694e-02	3.465200000000000224e-02	3.821200000000000291e-02	4.150899999999999729e-02	4.513899999999999857e-02	4.948799999999999727e-02	5.451999999999999902e-02	5.991499999999999604e-02	6.480400000000000049e-02	7.076800000000001145e-02	7.623199999999999421e-02	8.211200000000000443e-02	8.871599999999998931e-02	9.658100000000000018e-02	1.075689999999999980e-01	1.228269999999999917e-01	1.459550000000000014e-01	1.772340000000000027e-01	2.132970000000000144e-01	2.458309999999999940e-01	2.720409999999999773e-01	2.886279999999999957e-01
7.230999999999999581e-03	3.916999999999999475e-03	1.223999999999999828e-03	-9.110000000000000259e-04	-2.732000000000000053e-03	-4.343000000000000506e-03	-5.886999999999999872e-03	-7.458999999999998617e-03	-8.644999999999999907e-03	-1.024900000000000116e-02	-1.209000000000000005e-02	-1.366799999999999959e-02	-1.574199999999999905e-02	-1.734399999999999831e-02	-1.930599999999999677e-02	-2.157299999999999843e-02	-2.373899999999999968e-02	-2.567300000000000137e-02	-2.808100000000000179e-02	-3.078099999999999586e-02	-3.537099999999999966e-02	-4.134600000000000081e-02	-5.011099999999999582e-02	-6.196999999999999037e-02	-7.622599999999998821e-02	-9.042200000000000237e-02	-1.011650000000000188e-01	-1.019639999999999852e-01	-9.430400000000001282e-02	-7.914799999999999613e-02	-6.355900000000000438e-02
2.254799999999999860e-02	2.235599999999999740e-02	2.246799999999999839e-02	2.304600000000000051e-02	2.386600000000000180e-02	2.501800000000000204e-02	2.634599999999999789e-02	2.803599999999999842e-02	2.998400000000000024e-02	3.230799999999999644e-02	3.460400000000000281e-02	3.805399999999999755e-02	4.132799999999999668e-02	4.494800000000000184e-02	4.915599999999999831e-02	5.401000000000000245e-02	5.923000000000000487e-02	6.398800000000000321e-02	6.972599999999999631e-02	7.500400000000000122e-02	8.079400000000000470e-02	8.719200000000000561e-02	9.491199999999999637e-02	1.058580000000000076e-01	1.211039999999999894e-01	1.441500000000000004e-01	1.751579999999999804e-01	2.106139999999999957e-01	2.425819999999999921e-01	2.680619999999999670e-01	2.843660000000000077e-01
7.141999999999999911e-03	3.873999999999999840e-03	1.208000000000000089e-03	-8.920000000000001062e-04	-2.693999999999999780e-03	-4.285999999999999879e-03	-5.803999999999999264e-03	-7.348000000000000365e-03	-8.519999999999999796e-03	-1.008800000000000148e-02	-1.187000000000000034e-02	-1.341600000000000084e-02	-1.538400000000000011e-02	-1.695800000000000085e-02	-1.883199999999999805e-02	-2.096599999999999853e-02	-2.300800000000000067e-02	-2.487600000000000228e-02	-2.726199999999999804e-02	-3.000199999999999395e-02	-3.450199999999999795e-02	-4.050199999999999634e-02	-4.928199999999999942e-02	-6.102999999999999398e-02	-7.523199999999999332e-02	-8.931400000000000450e-02	-9.970999999999999308e-02	-1.003979999999999873e-01	-9.261800000000000588e-02	-7.767599999999999505e-02	-6.243800000000000738e-02
2.265700000000000006e-02	2.245399999999999827e-02	2.255700000000000066e-02	2.312399999999999872e-02	2.393900000000000194e-02	2.506699999999999900e-02	2.639400000000000079e-02	2.804900000000000101e-02	2.995099999999999846e-02	3.225199999999999595e-02	3.455599999999999644e-02	3.789599999999999913e-02	4.114700000000000302e-02	4.475700000000000511e-02	4.882400000000000628e-02	5.350000000000000588e-02	5.854499999999999982e-02	6.317199999999999205e-02	6.868399999999999506e-02	7.377599999999999436e-02	7.947600000000000497e-02	8.566799999999999415e-02	9.324300000000000643e-02	1.041469999999999896e-01	1.193810000000000010e-01	1.423449999999999993e-01	1.730820000000000136e-01	2.079310000000000047e-01	2.393329999999999624e-01	2.640830000000000122e-01	2.801040000000000196e-01
7.053000000000001109e-03	3.831000000000000204e-03	1.191999999999999917e-03	-8.729999999999999696e-04	-2.655999999999999941e-03	-4.229000000000000120e-03	-5.720999999999999523e-03	-7.237000000000000377e-03	-8.394999999999999685e-03	-9.927000000000000060e-03	-1.164999999999999890e-02	-1.316400000000000035e-02	-1.502600000000000116e-02	-1.657199999999999993e-02	-1.835799999999999932e-02	-2.035899999999999863e-02	-2.227699999999999819e-02	-2.407899999999999971e-02	-2.644300000000000123e-02	-2.922299999999999898e-02	-3.363300000000000317e-02	-3.965799999999999881e-02	-4.845300000000000301e-02	-6.008999999999999758e-02	-7.423799999999999844e-02	-8.820599999999999274e-02	-9.825500000000000900e-02	-9.883200000000000318e-02	-9.093199999999999894e-02	-7.620399999999999396e-02	-6.131699999999999651e-02
2.276599999999999804e-02	2.255199999999999913e-02	2.264599999999999946e-02	2.320200000000000040e-02	2.401199999999999862e-02	2.511599999999999944e-02	2.644200000000000023e-02	2.806199999999999667e-02	2.991800000000000015e-02	3.219599999999999546e-02	3.450799999999999701e-02	3.773800000000000765e-02	4.096599999999999547e-02	4.456600000000000145e-02	4.849200000000000038e-02	5.299000000000000238e-02	5.786000000000000171e-02	6.235599999999998783e-02	6.764200000000000768e-02	7.254800000000000137e-02	7.815800000000000525e-02	8.414399999999999658e-02	9.157400000000000262e-02	1.024360000000000132e-01	1.176579999999999987e-01	1.405399999999999983e-01	1.710059999999999913e-01	2.052480000000000138e-01	2.360840000000000161e-01	2.601040000000000019e-01	2.758420000000000316e-01
6.964000000000000572e-03	3.787999999999999701e-03	1.175999999999999962e-03	-8.539999999999999414e-04	-2.618000000000000101e-03	-4.172000000000000361e-03	-5.637999999999999783e-03	-7.126000000000000389e-03	-8.269999999999999574e-03	-9.766000000000000375e-03	-1.142999999999999919e-02	-1.291200000000000160e-02	-1.466799999999999701e-02	-1.618599999999999900e-02	-1.788400000000000059e-02	-1.975199999999999873e-02	-2.154600000000000265e-02	-2.328200000000000408e-02	-2.562400000000000094e-02	-2.844399999999999706e-02	-3.276400000000000146e-02	-3.881400000000000128e-02	-4.762399999999999967e-02	-5.914999999999999425e-02	-7.324400000000000355e-02	-8.709799999999999487e-02	-9.679999999999999716e-02	-9.726599999999999135e-02	-8.924600000000000588e-02	-7.473199999999999288e-02	-6.019599999999999257e-02
2.287499999999999950e-02	2.264999999999999653e-02	2.273499999999999827e-02	2.328000000000000208e-02	2.408500000000000224e-02	2.516499999999999987e-02	2.649000000000000313e-02	2.807499999999999926e-02	2.988500000000000184e-02	3.214000000000000190e-02	3.446000000000000452e-02	3.758000000000000229e-02	4.078500000000000181e-02	4.437500000000000472e-02	4.816000000000000142e-02	5.248000000000000581e-02	5.717499999999999666e-02	6.153999999999999748e-02	6.659999999999999254e-02	7.132000000000000839e-02	7.684000000000000552e-02	8.261999999999999900e-02	8.990499999999998493e-02	1.007249999999999951e-01	1.159349999999999825e-01	1.387349999999999972e-01	1.689299999999999691e-01	2.025650000000000228e-01	2.328350000000000419e-01	2.561249999999999916e-01	2.715799999999999881e-01
6.875000000000000902e-03	3.744999999999999631e-03	1.160000000000000007e-03	-8.350000000000000217e-04	-2.579999999999999828e-03	-4.115000000000000602e-03	-5.554999999999999175e-03	-7.014999999999998667e-03	-8.144999999999999463e-03	-9.605000000000000690e-03	-1.121000000000000121e-02	-1.265999999999999938e-02	-1.430999999999999980e-02	-1.579999999999999807e-02	-1.740999999999999839e-02	-1.914500000000000229e-02	-2.081500000000000017e-02	-2.248499999999999804e-02	-2.480500000000000066e-02	-2.766500000000000209e-02	-3.189499999999999974e-02	-3.797000000000000375e-02	-4.679499999999999632e-02	-5.821000000000000479e-02	-7.225000000000000866e-02	-8.598999999999999699e-02	-9.534499999999998532e-02	-9.569999999999999341e-02	-8.756000000000001282e-02	-7.326000000000000567e-02	-5.907500000000000251e-02
